task_id,start_date,end_date
874,1/13/2022,4/15/2022
875,9/29/2022,1/4/2022
876,10/6/2022,6/12/2022
877,1/20/2022,7/6/2022
878,7/7/2022,6/1/2022
879,1/21/2022,1/15/2022
880,12/16/2021,6/20/2022
881,9/5/2022,3/27/2022
882,9/5/2022,7/13/2022
883,2/16/2022,8/30/2022
884,3/6/2022,12/13/2022
885,5/23/2022,8/2/2022
886,11/26/2022,9/18/2022
887,11/25/2022,6/29/2022
888,1/30/2022,11/10/2022
889,11/1/2022,11/4/2022
890,3/14/2022,11/6/2022
891,7/1/2022,4/17/2022
892,5/21/2022,12/2/2022
893,1/14/2022,12/5/2022
894,7/9/2022,4/10/2022
895,4/1/2022,10/2/2022
896,10/11/2022,5/4/2022
897,10/18/2022,3/8/2022
898,2/22/2022,5/1/2022
899,8/12/2022,1/1/2022
900,10/13/2022,1/9/2022
901,2/17/2022,6/22/2022
902,1/24/2022,2/19/2022
903,8/24/2022,7/6/2022
904,11/24/2022,12/7/2022
905,6/5/2022,7/8/2022
906,7/16/2022,7/9/2022
907,7/2/2022,9/24/2022
908,3/21/2022,9/30/2022
909,10/5/2022,7/10/2022
910,7/3/2022,11/29/2022
911,8/28/2022,4/6/2022
912,4/8/2022,7/11/2022
913,11/23/2022,12/20/2021
914,10/31/2022,10/25/2022
915,11/12/2022,9/26/2022
916,9/22/2022,8/3/2022
917,2/21/2022,7/6/2022
918,6/27/2022,2/1/2022
919,8/26/2022,11/16/2022
920,12/22/2021,10/14/2022
921,4/24/2022,11/9/2022
922,7/10/2022,12/16/2021
923,4/2/2022,9/22/2022
924,10/6/2022,11/20/2022
925,11/24/2022,1/23/2022
926,6/28/2022,8/22/2022
927,2/24/2022,3/16/2022
928,10/10/2022,5/26/2022
929,5/19/2022,4/3/2022
930,10/15/2022,7/19/2022
931,10/18/2022,6/6/2022
932,8/27/2022,5/2/2022
933,5/13/2022,4/17/2022
934,7/21/2022,8/10/2022
935,11/5/2022,8/11/2022
936,12/24/2021,3/9/2022
937,9/11/2022,8/24/2022
938,7/22/2022,1/6/2022
939,5/20/2022,9/5/2022
940,3/27/2022,12/25/2021
941,2/12/2022,1/2/2022
942,7/17/2022,5/19/2022
943,3/3/2022,1/11/2022
944,2/1/2022,12/6/2022
945,9/3/2022,3/14/2022
946,7/25/2022,10/25/2022
947,11/10/2022,1/6/2022
948,1/7/2022,1/12/2022
949,4/27/2022,8/8/2022
950,6/25/2022,1/18/2022
951,6/15/2022,8/5/2022
952,12/9/2022,9/2/2022
953,2/18/2022,8/4/2022
954,3/27/2022,12/25/2021
955,11/15/2022,11/25/2022
956,2/27/2022,7/4/2022
957,12/15/2022,7/18/2022
958,8/23/2022,10/21/2022
959,3/18/2022,3/16/2022
960,10/29/2022,2/1/2022
961,9/29/2022,1/25/2022
962,11/27/2022,11/13/2022
963,1/6/2022,8/20/2022
964,3/16/2022,8/5/2022
965,9/30/2022,8/21/2022
966,8/5/2022,7/7/2022
967,4/15/2022,6/3/2022
968,8/28/2022,1/24/2022
969,9/7/2022,8/30/2022
970,5/23/2022,10/29/2022
971,12/29/2021,12/19/2021
972,3/23/2022,6/24/2022
973,10/17/2022,7/23/2022
974,9/3/2022,7/7/2022
975,5/10/2022,5/17/2022
976,7/1/2022,2/1/2022
977,6/20/2022,7/15/2022
978,7/11/2022,8/11/2022
979,12/21/2021,12/19/2021
980,9/6/2022,10/2/2022
981,6/26/2022,12/25/2021
982,12/12/2022,8/24/2022
983,9/18/2022,11/25/2022
984,11/25/2022,9/12/2022
985,1/10/2022,2/12/2022
986,7/28/2022,7/1/2022
987,3/21/2022,7/1/2022
988,5/5/2022,9/30/2022
989,12/18/2021,8/30/2022
990,9/6/2022,3/9/2022
991,9/11/2022,9/29/2022
992,6/17/2022,12/3/2022
993,11/1/2022,12/30/2021
994,3/20/2022,5/8/2022
995,1/7/2022,5/26/2022
996,8/10/2022,6/19/2022
997,9/14/2022,8/20/2022
998,5/20/2022,9/16/2022
999,11/9/2022,6/5/2022
1000,4/19/2022,8/30/2022
